Time,CYP3A4_1A_n1_SOC_N,CYP3A4_1A_n2_SOC_N,CYP3A4_1A_n3_SOC_N,CYP3A4_1A_n4_SOC_N,CYP3A4_2_n1_SOC_N,CYP3A4_3_n1_SOC_N,CYP3A4_4_n1_SOC_N,CYP3A4_4_n2_SOC_N,CYP3A4_4_n3_SOC_N,CYP3A4_4_n4_SOC_N,CYP3A4_5_n1_SOC_N,CYP3A4_7_n1_SOC_N,CYP3A4_8_n1_SOC_N,CYP3A4_9_n1_SOC_N,CYP3A4_10_n1_SOC_N,CYP3A4_11_n1_SOC_N,CYP3A4_11_n2_SOC_N,CYP3A4_11_n3_SOC_N,CYP3A4_11_n4_SOC_N,CYP3A4_12_n1_SOC_N,CYP3A4_13_n1_SOC_N,CYP3A4_14_n1_SOC_N,CYP3A4_15_n1_SOC_N,CYP3A4_15_n2_SOC_N,CYP3A4_15_n3_SOC_N,CYP3A4_15_n4_SOC_N,CYP3A4_16_n1_SOC_N,CYP3A4_17_n1_SOC_N,CYP3A4_18_n1_SOC_N,CYP3A4_19_n1_SOC_N,CYP3A4_20_n1_SOC_N,CYP3A4_21_n1_SOC_N,CYP3A4_23_n1_SOC_N,CYP3A4_24_n1_SOC_N,CYP3A4_28_n1_SOC_N,CYP3A4_28_n2_SOC_N,CYP3A4_28_n3_SOC_N,CYP3A4_28_n4_SOC_N,CYP3A4_29_n1_SOC_N,CYP3A4_29_n2_SOC_N,CYP3A4_29_n3_SOC_N,CYP3A4_29_n4_SOC_N,CYP3A4_31_n1_SOC_N,CYP3A4_32_n1_SOC_N,CYP3A4_32_n2_SOC_N,CYP3A4_32_n3_SOC_N,CYP3A4_32_n4_SOC_N,CYP3A4_33_n1_SOC_N,CYP3A4_34_n1_SOC_N,CYP3A4_34_n2_SOC_N,CYP3A4_34_n3_SOC_N,CYP3A4_34_n4_SOC_N
2190,3.2586932763e-06,3.2586932763e-06,3.2586932763e-06,3.2586932763e-06,4.5889500338e-28,3.1896112411e-23,1.5898401432e-20,1.5898401432e-20,1.5898401432e-20,1.5898401432e-20,2.0494745343e-31,9.6315445027e-30,1.2942262381e-38,1.8524726964e-25,1.1138166096e-22,6.4806578528e-09,6.4806578528e-09,6.4806578528e-09,6.4806578528e-09,1.2935119836e-38,4.3902588966e-35,5.5657638035e-23,0.00015471396106,0.00015471396106,0.00015471396106,0.00015471396106,9.5224216349e-22,7.6507267895e-40,2.6305823555e-26,7.3533793691e-15,2.7411758872e-37,9.5370019222e-39,4.7456384711e-17,2.1288414789e-22,3.0701308992e-06,3.0701308992e-06,3.0701308992e-06,3.0701308992e-06,0.47451511944,0.47451511944,0.47451511944,0.47451511944,2.8968668002e-12,6.9620784716e-09,6.9620784716e-09,6.9620784716e-09,6.9620784716e-09,2.589200229e-17,1.6632678212e-05,1.6632678212e-05,1.6632678212e-05,1.6632678212e-05
2195,3.2602386744e-06,3.2602386744e-06,3.2602386744e-06,3.2602386744e-06,4.1562195765e-28,2.9939465397e-23,1.5179677728e-20,1.5179677728e-20,1.5179677728e-20,1.5179677728e-20,1.8048283011e-31,8.6042668014e-30,1.0647923626e-38,1.7116892061e-25,1.0492734377e-22,6.4664004914e-09,6.4664004914e-09,6.4664004914e-09,6.4664004914e-09,1.0642022192e-38,3.7389614663e-35,5.2328172579e-23,0.00015487310733,0.00015487310733,0.00015487310733,0.00015487310733,9.0245787514e-22,6.2162035196e-40,2.4153688072e-26,7.2202317407e-15,2.2852633723e-37,7.8358337386e-39,4.6158544174e-17,2.00916312e-22,3.0715510481e-06,3.0715510481e-06,3.0715510481e-06,3.0715510481e-06,0.47506355572,0.47506355572,0.47506355572,0.47506355572,2.8695825919e-12,6.9471327742e-09,6.9471327742e-09,6.9471327742e-09,6.9471327742e-09,2.5152701302e-17,1.6645769953e-05,1.6645769953e-05,1.6645769953e-05,1.6645769953e-05
2200,3.2618145592e-06,3.2618145592e-06,3.2618145592e-06,3.2618145592e-06,3.7650079806e-28,2.8108166039e-23,1.449596113e-20,1.449596113e-20,1.449596113e-20,1.449596113e-20,1.589651998e-31,7.6879459148e-30,8.7608514941e-39,1.5819116876e-25,9.8865519971e-23,6.4523862256e-09,6.4523862256e-09,6.4523862256e-09,6.4523862256e-09,8.7559752613e-39,3.184677161e-35,4.9207141008e-23,0.00015503275638,0.00015503275638,0.00015503275638,0.00015503275638,8.554320381e-22,5.0508355633e-40,2.218191942e-26,7.0902868329e-15,1.9053436304e-37,6.4384904395e-39,4.4902454873e-17,1.8965647098e-22,3.0730002916e-06,3.0730002916e-06,3.0730002916e-06,3.0730002916e-06,0.47561262563,0.47561262563,0.47561262563,0.47561262563,2.8427710935e-12,6.9324439461e-09,6.9324439461e-09,6.9324439461e-09,6.9324439461e-09,2.443799071e-17,1.6658962747e-05,1.6658962747e-05,1.6658962747e-05,1.6658962747e-05
2205,3.2634205758e-06,3.2634205758e-06,3.2634205758e-06,3.2634205758e-06,3.411264805e-28,2.6393861104e-23,1.3845434283e-20,1.3845434283e-20,1.3845434283e-20,1.3845434283e-20,1.4003640099e-31,6.8704497976e-30,7.2086570758e-39,1.462256593e-25,9.3171261567e-23,6.4386115486e-09,6.4386115486e-09,6.4386115486e-09,6.4386115486e-09,7.2046277403e-39,2.7128973794e-35,4.6280946021e-23,0.00015519290361,0.00015519290361,0.00015519290361,0.00015519290361,8.1100376425e-22,4.1040883883e-40,2.0375052305e-26,6.9634538127e-15,1.5887225039e-37,5.2906421938e-39,4.3686606306e-17,1.7906078333e-22,3.0744782907e-06,3.0744782907e-06,3.0744782907e-06,3.0744782907e-06,0.4761623299,0.4761623299,0.4761623299,0.4761623299,2.8164223183e-12,6.918008295e-09,6.918008295e-09,6.918008295e-09,6.918008295e-09,2.3746955284e-17,1.6672255476e-05,1.6672255476e-05,1.6672255476e-05,1.6672255476e-05
2210,3.2650563748e-06,3.2650563748e-06,3.2650563748e-06,3.2650563748e-06,3.0913411379e-28,2.4788774579e-23,1.3226379611e-20,1.3226379611e-20,1.3226379611e-20,1.3226379611e-20,1.2338218148e-31,6.1409887912e-30,5.9318350024e-39,1.3519131026e-25,8.7821287795e-23,6.4250730177e-09,6.4250730177e-09,6.4250730177e-09,6.4250730177e-09,5.9285053061e-39,2.3112919667e-35,4.3536911459e-23,0.0001553535445,0.0001553535445,0.0001553535445,0.0001553535445,7.6902199223e-22,3.3349217623e-40,1.871897656e-26,6.8396447711e-15,1.3248308941e-37,4.3476864304e-39,4.2509548047e-17,1.6908823739e-22,3.0759847114e-06,3.0759847114e-06,3.0759847114e-06,3.0759847114e-06,0.47671266926,0.47671266926,0.47671266926,0.47671266926,2.7905265301e-12,6.9038221962e-09,6.9038221962e-09,6.9038221962e-09,6.9038221962e-09,2.3078717119e-17,1.6685647041e-05,1.6685647041e-05,1.6685647041e-05,1.6685647041e-05
2215,3.2667216121e-06,3.2667216121e-06,3.2667216121e-06,3.2667216121e-06,2.8019491731e-28,2.3285666426e-23,1.2637173561e-20,1.2637173561e-20,1.2637173561e-20,1.2637173561e-20,1.0872676918e-31,5.4899653635e-30,4.8814674732e-39,1.2501369939e-25,8.2793852243e-23,6.4117672533e-09,6.4117672533e-09,6.4117672533e-09,6.4117672533e-09,4.8787157925e-39,1.9693808344e-35,4.0963217693e-23,0.00015551467459,0.00015551467459,0.00015551467459,0.00015551467459,7.2934486157e-22,2.710004801e-40,1.7200815924e-26,6.7187746195e-15,1.1048682545e-37,3.5730041127e-39,4.1369887161e-17,1.5970046162e-22,3.0775192247e-06,3.0775192247e-06,3.0775192247e-06,3.0775192247e-06,0.47726364444,0.47726364444,0.47726364444,0.47726364444,2.7650742359e-12,6.8898820911e-09,6.8898820911e-09,6.8898820911e-09,6.8898820911e-09,2.2432433984e-17,1.6699136359e-05,1.6699136359e-05,1.6699136359e-05,1.6699136359e-05
2220,3.2684159488e-06,3.2684159488e-06,3.2684159488e-06,3.2684159488e-06,2.5401259161e-28,2.187779437e-23,1.2076281191e-20,1.2076281191e-20,1.2076281191e-20,1.2076281191e-20,9.5828119856e-32,4.9088408586e-30,4.0173379829e-39,1.1562450412e-25,7.8068637957e-23,6.3986909369e-09,6.3986909369e-09,6.3986909369e-09,6.3986909369e-09,4.0150638614e-39,1.6782552732e-35,3.8548841684e-23,0.00015567628954,0.00015567628954,0.00015567628954,0.00015567628954,6.9183912814e-22,2.2022668147e-40,1.5808817883e-26,6.6007609885e-15,9.21506019e-38,2.9365289808e-39,4.0266285733e-17,1.5086154796e-22,3.0790815068e-06,3.0790815068e-06,3.0790815068e-06,3.0790815068e-06,0.47781525617,0.47781525617,0.47781525617,0.47781525617,2.740056179e-12,6.8761844852e-09,6.8761844852e-09,6.8761844852e-09,6.8761844852e-09,2.1807297755e-17,1.6712722364e-05,1.6712722364e-05,1.6712722364e-05,1.6712722364e-05
2225,3.2701390512e-06,3.2701390512e-06,3.2701390512e-06,3.2701390512e-06,2.3032005939e-28,2.0558878504e-23,1.154225108e-20,1.154225108e-20,1.154225108e-20,1.154225108e-20,8.4473756717e-32,4.3900173099e-30,3.3063815447e-39,1.069609895e-25,7.3626659964e-23,6.3858408103e-09,6.3858408103e-09,6.3858408103e-09,6.3858408103e-09,3.3045020049e-39,1.4303414103e-35,3.6283501382e-23,0.00015583838504,0.00015583838504,0.00015583838504,0.00015583838504,6.5637961829e-22,1.7897207378e-40,1.4532253537e-26,6.4855241322e-15,7.6864087046e-38,2.4135735204e-39,3.919745851e-17,1.4253788757e-22,3.0806712385e-06,3.0806712385e-06,3.0806712385e-06,3.0806712385e-06,0.47836750518,0.47836750518,0.47836750518,0.47836750518,2.7154633326e-12,6.8627259473e-09,6.8627259473e-09,6.8627259473e-09,6.8627259473e-09,2.1202532926e-17,1.6726404007e-05,1.6726404007e-05,1.6726404007e-05,1.6726404007e-05
2230,3.2718905903e-06,3.2718905903e-06,3.2718905903e-06,3.2718905903e-06,2.0887653835e-28,1.9323068488e-23,1.1033710553e-20,1.1033710553e-20,1.1033710553e-20,1.1033710553e-20,7.4477127486e-32,3.9267325942e-30,2.7214113015e-39,9.896554022e-26,6.9450174673e-23,6.3732136741e-09,6.3732136741e-09,6.3732136741e-09,6.3732136741e-09,2.7198578002e-39,1.2191994132e-35,3.4157604135e-23,0.00015600095688,0.00015600095688,0.00015600095688,0.00015600095688,6.2284871888e-22,1.4545078357e-40,1.3361326572e-26,6.3729868351e-15,6.4118945312e-38,1.9838655361e-39,3.8162170661e-17,1.3469801783e-22,3.0822881056e-06,3.0822881056e-06,3.0822881056e-06,3.0822881056e-06,0.47892039222,0.47892039222,0.47892039222,0.47892039222,2.6912868927e-12,6.849503108e-09,6.849503108e-09,6.849503108e-09,6.849503108e-09,2.0617395184e-17,1.6740180255e-05,1.6740180255e-05,1.6740180255e-05,1.6740180255e-05
2235,3.2736702425e-06,3.2736702425e-06,3.2736702425e-06,3.2736702425e-06,1.894649117e-28,1.8164913149e-23,1.0549361183e-20,1.0549361183e-20,1.0549361183e-20,1.0549361183e-20,6.5674414099e-32,3.5129674041e-30,2.2400721718e-39,9.1585232717e-26,6.5522595658e-23,6.3608063865e-09,6.3608063865e-09,6.3608063865e-09,6.3608063865e-09,2.2387880861e-39,1.0393530174e-35,3.2162198808e-23,0.00015616400092,0.00015616400092,0.00015616400092,0.00015616400092,5.9113590082e-22,1.1821220459e-40,1.228709049e-26,6.2630743232e-15,5.349175546e-38,1.630757504e-39,3.7159235626e-17,1.2731247989e-22,3.0839317986e-06,3.0839317986e-06,3.0839317986e-06,3.0839317986e-06,0.47947391801,0.47947391801,0.47947391801,0.47947391801,2.6675182724e-12,6.8365126583e-09,6.8365126583e-09,6.8365126583e-09,6.8365126583e-09,2.0051170051e-17,1.675405009e-05,1.675405009e-05,1.675405009e-05,1.675405009e-05
2240,3.2754776886e-06,3.2754776886e-06,3.2754776886e-06,3.2754776886e-06,1.718893656e-28,1.7079332304e-23,1.0087974564e-20,1.0087974564e-20,1.0087974564e-20,1.0087974564e-20,5.7921738315e-32,3.1433626935e-30,1.8439809975e-39,8.4771443824e-26,6.1828415349e-23,6.3486158618e-09,6.3486158618e-09,6.3486158618e-09,6.3486158618e-09,1.8429195497e-39,8.8614477989e-36,3.0288931337e-23,0.00015632751309,0.00015632751309,0.00015632751309,0.00015632751309,5.6113727388e-22,9.6078015178e-41,1.1301373326e-26,6.1557141784e-15,4.4629795661e-38,1.3405776785e-39,3.6187513072e-17,1.2035368603e-22,3.0856020126e-06,3.0856020126e-06,3.0856020126e-06,3.0856020126e-06,0.48002808328,0.48002808328,0.48002808328,0.48002808328,2.6441490955e-12,6.8237513483e-09,6.8237513483e-09,6.8237513483e-09,6.8237513483e-09,1.950317159e-17,1.676801251e-05,1.676801251e-05,1.676801251e-05,1.676801251e-05
2245,3.2773126147e-06,3.2773126147e-06,3.2773126147e-06,3.2773126147e-06,1.5597326603e-28,1.6061590636e-23,9.6483883447e-21,9.6483883447e-21,9.6483883447e-21,9.6483883447e-21,5.1092713703e-32,2.8131464008e-30,1.5180199098e-39,7.8479492841e-26,5.8353132202e-23,6.3366390697e-09,6.3366390697e-09,6.3366390697e-09,6.3366390697e-09,1.5171424534e-39,7.5561316211e-36,2.8530003466e-23,0.0001564914894,0.0001564914894,0.0001564914894,0.0001564914894,5.3275517052e-22,7.8091035284e-41,1.0396709181e-26,6.0508362559e-15,3.7239213278e-38,1.1020975088e-39,3.524590694e-17,1.1379579615e-22,3.0872984474e-06,3.0872984474e-06,3.0872984474e-06,3.0872984474e-06,0.48058288879,0.48058288879,0.48058288879,0.48058288879,2.6211711905e-12,6.8112159858e-09,6.8112159858e-09,6.8112159858e-09,6.8112159858e-09,1.8972741175e-17,1.678206653e-05,1.678206653e-05,1.678206653e-05,1.678206653e-05
2250,3.279174711e-06,3.279174711e-06,3.279174711e-06,3.279174711e-06,1.4155725049e-28,1.5107273465e-23,9.2295024814e-21,9.2295024814e-21,9.2295024814e-21,9.2295024814e-21,4.507630071e-32,2.5180683995e-30,1.2497555742e-39,7.2668314083e-26,5.5083182968e-23,6.3248730337e-09,6.3248730337e-09,6.3248730337e-09,6.3248730337e-09,1.2490301789e-39,6.4438813671e-36,2.6878134432e-23,0.00015665592592,0.00015665592592,0.00015665592592,0.00015665592592,5.0589775686e-22,6.3473696057e-41,9.5662759178e-27,5.9483726052e-15,3.1075178456e-38,9.0609448991e-40,3.4333363582e-17,1.0761460268e-22,3.089020807e-06,3.089020807e-06,3.089020807e-06,3.089020807e-06,0.48113833525,0.48113833525,0.48113833525,0.48113833525,2.5985765851e-12,6.7989034356e-09,6.7989034356e-09,6.7989034356e-09,6.7989034356e-09,1.845924631e-17,1.6796211178e-05,1.6796211178e-05,1.6796211178e-05,1.6796211178e-05
2255,3.2810636729e-06,3.2810636729e-06,3.2810636729e-06,3.2810636729e-06,1.2849751245e-28,1.4212264283e-23,8.830275729e-21,8.830275729e-21,8.830275729e-21,8.830275729e-21,3.9774926979e-32,2.2543427388e-30,1.0289618622e-39,6.7300157246e-26,5.2005879677e-23,6.3133148301e-09,6.3133148301e-09,6.3133148301e-09,6.3133148301e-09,1.0283621453e-39,5.4960251604e-36,2.532652538e-23,0.00015682081878,0.00015682081878,0.00015682081878,0.00015682081878,4.8047866904e-22,5.1594314014e-41,8.8038384712e-27,5.8482573936e-15,2.5933688136e-38,7.4499332759e-40,3.3448869976e-17,1.0178742331e-22,3.0907688001e-06,3.0907688001e-06,3.0907688001e-06,3.0907688001e-06,0.48169442342,0.48169442342,0.48169442342,0.48169442342,2.5763575006e-12,6.7868106177e-09,6.7868106177e-09,6.7868106177e-09,6.7868106177e-09,1.796207951e-17,1.6810445499e-05,1.6810445499e-05,1.6810445499e-05,1.6810445499e-05
2260,3.2829791998e-06,3.2829791998e-06,3.2829791998e-06,3.2829791998e-06,1.1666425881e-28,1.3372723908e-23,8.4497223296e-21,8.4497223296e-21,8.4497223296e-21,8.4497223296e-21,3.5102839848e-32,2.0185963497e-30,8.4722750651e-40,6.2340313195e-26,4.9109350997e-23,6.301961587e-09,6.301961587e-09,6.301961587e-09,6.301961587e-09,8.467316682e-40,4.6881662544e-36,2.3868826306e-23,0.00015698616421,0.00015698616421,0.00015698616421,0.00015698616421,4.5641667301e-22,4.1939702169e-41,8.1036972534e-27,5.7504268331e-15,2.1644743272e-38,6.1257136966e-40,3.2591452028e-17,9.6293001122e-23,3.0925421396e-06,3.0925421396e-06,3.0925421396e-06,3.0925421396e-06,0.48225115402,0.48225115402,0.48225115402,0.48225115402,2.5545063462e-12,6.7749345064e-09,6.7749345064e-09,6.7749345064e-09,6.7749345064e-09,1.748065723e-17,1.6824768551e-05,1.6824768551e-05,1.6824768551e-05,1.6824768551e-05
2265,3.2849209961e-06,3.2849209961e-06,3.2849209961e-06,3.2849209961e-06,1.0594032263e-28,1.2585071146e-23,8.0869089001e-21,8.0869089001e-21,8.0869089001e-21,8.0869089001e-21,3.09846621e-32,1.8078234849e-30,6.9763358886e-40,5.7756862946e-26,4.6382487671e-23,6.2908104829e-09,6.2908104829e-09,6.2908104829e-09,6.2908104829e-09,6.9722361495e-40,3.9995430502e-36,2.2499105344e-23,0.00015715195847,0.00015715195847,0.00015715195847,0.00015715195847,4.3363534646e-22,3.4092926642e-41,7.4606411819e-27,5.6548191099e-15,1.8066668685e-38,5.0371677949e-40,3.1760172952e-17,9.1111411399e-23,3.0943405428e-06,3.0943405428e-06,3.0943405428e-06,3.0943405428e-06,0.4828085278,0.4828085278,0.4828085278,0.4828085278,2.5330157145e-12,6.7632721292e-09,6.7632721292e-09,6.7632721292e-09,6.7632721292e-09,1.7014418843e-17,1.6839179407e-05,1.6839179407e-05,1.6839179407e-05,1.6839179407e-05
2270,3.2868887702e-06,3.2868887702e-06,3.2868887702e-06,3.2868887702e-06,9.6219915337e-29,1.1845964845e-23,7.7409515015e-21,7.7409515015e-21,7.7409515015e-21,7.7409515015e-21,2.7354125692e-32,1.6193452438e-30,5.7448841558e-40,5.3520447861e-26,4.3814891722e-23,6.2798587461e-09,6.2798587461e-09,6.2798587461e-09,6.2798587461e-09,5.7414941948e-40,3.4124852971e-36,2.1211820228e-23,0.00015731819791,0.00015731819791,0.00015731819791,0.00015731819791,4.1206278118e-22,2.7715241427e-41,6.8699049145e-27,5.5613743162e-15,1.5081383778e-38,4.1422999696e-40,3.095413171e-17,8.622397482e-23,3.0961637311e-06,3.0961637311e-06,3.0961637311e-06,3.0961637311e-06,0.48336654551,0.48336654551,0.48336654551,0.48336654551,2.5118783757e-12,6.7518205656e-09,6.7518205656e-09,6.7518205656e-09,6.7518205656e-09,1.6562825665e-17,1.6853677154e-05,1.6853677154e-05,1.6853677154e-05,1.6853677154e-05
2275,3.2888822349e-06,3.2888822349e-06,3.2888822349e-06,3.2888822349e-06,8.7407504136e-29,1.1152287238e-23,7.411012881e-21,7.411012881e-21,7.411012881e-21,7.411012881e-21,2.4152961342e-32,1.4507736086e-30,4.7310955565e-40,4.9604059204e-26,4.1396829162e-23,6.2691036532e-09,6.2691036532e-09,6.2691036532e-09,6.2691036532e-09,4.7282923471e-40,2.9119519631e-36,2.0001791765e-23,0.00015748487893,0.00015748487893,0.00015748487893,0.00015748487893,3.9163130464e-22,2.253141599e-41,6.3271299037e-27,5.4700343852e-15,1.2590464615e-38,3.4066072857e-40,3.0172461539e-17,8.1613176486e-23,3.0980114299e-06,3.0980114299e-06,3.0980114299e-06,3.0980114299e-06,0.48392520788,0.48392520788,0.48392520788,0.48392520788,2.4910872732e-12,6.740576946e-09,6.740576946e-09,6.740576946e-09,6.740576946e-09,1.6125360024e-17,1.6868260895e-05,1.6868260895e-05,1.6868260895e-05,1.6868260895e-05
2280,3.2909011074e-06,3.2909011074e-06,3.2909011074e-06,3.2909011074e-06,7.9416801844e-29,1.0501128479e-23,7.0962998745e-21,7.0962998745e-21,7.0962998745e-21,7.0962998745e-21,2.132992463e-32,1.2999794836e-30,3.8964464076e-40,4.5982845403e-26,3.9119185962e-23,6.2585425283e-09,6.2585425283e-09,6.2585425283e-09,6.2585425283e-09,3.8941282725e-40,2.4851384629e-36,1.8864179177e-23,0.00015765199801,0.00015765199801,0.00015765199801,0.00015765199801,3.7227721938e-22,1.8317818057e-41,5.8283289233e-27,5.3807430278e-15,1.0511864632e-38,2.8017410094e-40,2.9414328531e-17,7.7262590418e-23,3.0998833689e-06,3.0998833689e-06,3.0998833689e-06,3.0998833689e-06,0.48448451565,0.48448451565,0.48448451565,0.48448451565,2.4706355186e-12,6.7295384508e-09,6.7295384508e-09,6.7295384508e-09,6.7295384508e-09,1.5701524375e-17,1.6882929744e-05,1.6882929744e-05,1.6882929744e-05,1.6882929744e-05
2285,3.292945109e-06,3.292945109e-06,3.292945109e-06,3.292945109e-06,7.2169857792e-29,9.8897722853e-24,6.7960609609e-21,6.7960609609e-21,6.7960609609e-21,6.7960609609e-21,1.8839941691e-32,1.1650642872e-30,3.2092402501e-40,4.263393549e-26,3.6973427043e-23,6.248172742e-09,6.248172742e-09,6.248172742e-09,6.248172742e-09,3.2073231521e-40,2.1211427924e-36,1.7794457172e-23,0.00015781955167,0.00015781955167,0.00015781955167,0.00015781955167,3.5394055911e-22,1.4892733883e-41,5.3698537526e-27,5.2934456726e-15,8.7771836154e-39,2.3044075372e-40,2.867893028e-17,7.315680913e-23,3.1017792817e-06,3.1017792817e-06,3.1017792817e-06,3.1017792817e-06,0.48504446957,0.48504446957,0.48504446957,0.48504446957,2.4505163874e-12,6.718702309e-09,6.718702309e-09,6.718702309e-09,6.718702309e-09,1.5290840449e-17,1.6897682829e-05,1.6897682829e-05,1.6897682829e-05,1.6897682829e-05
2290,3.2950139649e-06,3.2950139649e-06,3.2950139649e-06,3.2950139649e-06,6.5596239479e-29,9.315682606e-24,6.5095839584e-21,6.5095839584e-21,6.5095839584e-21,6.5095839584e-21,1.6643359691e-32,1.0443346958e-30,2.6433963252e-40,3.9536277329e-26,3.4951558074e-23,6.2379917106e-09,6.2379917106e-09,6.2379917106e-09,6.2379917106e-09,2.6418108033e-40,1.810681702e-36,1.6788394627e-23,0.00015798753651,0.00015798753651,0.00015798753651,0.00015798753651,3.3656486044e-22,1.2108505629e-41,4.9483657301e-27,5.2080894072e-15,7.3293930687e-39,1.8954658499e-40,2.7965494588e-17,6.9281377921e-23,3.1036989058e-06,3.1036989058e-06,3.1036989058e-06,3.1036989058e-06,0.48560507038,0.48560507038,0.48560507038,0.48560507038,2.430723314e-12,6.7080657977e-09,6.7080657977e-09,6.7080657977e-09,6.7080657977e-09,1.4892848445e-17,1.6912519294e-05,1.6912519294e-05,1.6912519294e-05,1.6912519294e-05
2295,3.2971074048e-06,3.2971074048e-06,3.2971074048e-06,3.2971074048e-06,5.9632295808e-29,8.7764912344e-24,6.2361938549e-21,6.2361938549e-21,6.2361938549e-21,6.2361938549e-21,1.4705289124e-32,9.3628018807e-31,2.1774533234e-40,3.6670489373e-26,3.3046089887e-23,6.2279968947e-09,6.2279968947e-09,6.2279968947e-09,6.2279968947e-09,2.1761419615e-40,1.5458493777e-36,1.5842034758e-23,0.00015815594918,0.00015815594918,0.00015815594918,0.00015815594918,3.2009694904e-22,9.8451445062e-42,4.5608089182e-27,5.1246229222e-15,6.1209415391e-39,1.5591863061e-40,2.7273278231e-17,6.5622733573e-23,3.1056419827e-06,3.1056419827e-06,3.1056419827e-06,3.1056419827e-06,0.48616631884,0.48616631884,0.48616631884,0.48616631884,2.4112498881e-12,6.6976262408e-09,6.6976262408e-09,6.6976262408e-09,6.6976262408e-09,1.4507106257e-17,1.6927438292e-05,1.6927438292e-05,1.6927438292e-05,1.6927438292e-05
2300,3.2992251619e-06,3.2992251619e-06,3.2992251619e-06,3.2992251619e-06,5.4220493642e-29,8.269986304e-24,5.9752507633e-21,5.9752507633e-21,5.9752507633e-21,5.9752507633e-21,1.2995026598e-32,8.3955307418e-31,1.793750105e-40,3.4018724782e-26,3.1250005311e-23,6.2181857989e-09,6.2181857989e-09,6.2181857989e-09,6.2181857989e-09,1.7926654408e-40,1.3199122403e-36,1.4951676668e-23,0.00015832478639,0.00015832478639,0.00015832478639,0.00015832478639,3.0448673947e-22,8.0051425143e-42,4.2043856416e-27,5.0429964571e-15,5.1121763034e-39,1.2826419001e-40,2.6601565777e-17,6.2168147134e-23,3.1076082574e-06,3.1076082574e-06,3.1076082574e-06,3.1076082574e-06,0.48672821568,0.48672821568,0.48672821568,0.48672821568,2.39208985e-12,6.6873810079e-09,6.6873810079e-09,6.6873810079e-09,6.6873810079e-09,1.4133188734e-17,1.6942438993e-05,1.6942438993e-05,1.6942438993e-05,1.6942438993e-05
2305,3.3013669737e-06,3.3013669737e-06,3.3013669737e-06,3.3013669737e-06,4.9308820269e-29,7.7941015978e-24,5.7261479949e-21,5.7261479949e-21,5.7261479949e-21,5.7261479949e-21,1.1485548154e-32,7.5295073188e-31,1.4777519143e-40,3.1564546866e-26,2.9556728265e-23,6.2085559704e-09,6.2085559704e-09,6.2085559704e-09,6.2085559704e-09,1.4768547119e-40,1.1271344355e-36,1.4113858185e-23,0.00015849404491,0.00015849404491,0.00015849404491,0.00015849404491,2.8968704766e-22,6.5092576845e-42,3.876534187e-27,4.9631617485e-15,4.2700284725e-39,1.0552082808e-40,2.5949668454e-17,5.8905670509e-23,3.1095974789e-06,3.1095974789e-06,3.1095974789e-06,3.1095974789e-06,0.48729076165,0.48729076165,0.48729076165,0.48729076165,2.3732370865e-12,6.6773275138e-09,6.6773275138e-09,6.6773275138e-09,6.6773275138e-09,1.3770686977e-17,1.6957520576e-05,1.6957520576e-05,1.6957520576e-05,1.6957520576e-05
2310,3.3035325812e-06,3.3035325812e-06,3.3035325812e-06,3.3035325812e-06,4.4850245142e-29,7.3469066127e-24,5.4883102439e-21,5.4883102439e-21,5.4883102439e-21,5.4883102439e-21,1.0153064453e-32,6.753998036e-31,1.2174962156e-40,2.9292814862e-26,2.7960094949e-23,6.1991049982e-09,6.1991049982e-09,6.1991049982e-09,6.1991049982e-09,1.2167540376e-40,9.6262940589e-37,1.3325339891e-23,0.00015866372157,0.00015866372157,0.00015866372157,0.00015866372157,2.7565341527e-22,5.2930900437e-42,3.574908467e-27,4.8850719797e-15,3.5669174579e-39,8.6815307595e-41,2.5316923072e-17,5.5824086607e-23,3.1116093999e-06,3.1116093999e-06,3.1116093999e-06,3.1116093999e-06,0.4878539575,0.4878539575,0.4878539575,0.4878539575,2.3546856274e-12,6.6674632171e-09,6.6674632171e-09,6.6674632171e-09,6.6674632171e-09,1.3419207664e-17,1.6972682236e-05,1.6972682236e-05,1.6972682236e-05,1.6972682236e-05
2315,3.3057217296e-06,3.3057217296e-06,3.3057217296e-06,3.3057217296e-06,4.0802234918e-29,6.9265973245e-24,5.2611918755e-21,5.2611918755e-21,5.2611918755e-21,5.2611918755e-21,8.9766301959e-33,6.0594213489e-31,1.0031368858e-40,2.7189579194e-26,2.6454326981e-23,6.1898305127e-09,6.1898305127e-09,6.1898305127e-09,6.1898305127e-09,1.0025229146e-40,8.2223363184e-37,1.2583090251e-23,0.00015883381326,0.00015883381326,0.00015883381326,0.00015883381326,2.6234394506e-22,4.3042998555e-42,3.2973594742e-27,4.8086817322e-15,2.9798381248e-39,7.1429855082e-41,2.4702690988e-17,5.2912862781e-23,3.1136437765e-06,3.1136437765e-06,3.1136437765e-06,3.1136437765e-06,0.48841780398,0.48841780398,0.48841780398,0.48841780398,2.3364296413e-12,6.6577856197e-09,6.6577856197e-09,6.6577856197e-09,6.6577856197e-09,1.3078372408e-17,1.6987923177e-05,1.6987923177e-05,1.6987923177e-05,1.6987923177e-05
